Symbole,Description,Prix,Prix - Devise,Changement de prix % 1 jour,Performance % 1 semaine,Performance % 1 mois,Performance % 3 mois,Performance % 6 mois,Performance % Année écoulée,Performance % 1 année,Performance % 5 années,Performance % 10 années,Performance % Tout l'historique,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour
SXRV,iShares NASDAQ 100 UCITS ETF USD,1142.2,EUR,-0.24454148471615322,-2.492743725456722,1.2768221315836221,6.987635818658687,-5.006653359946776,-2.2758384668035516,12.354908518591385,109.42426808125163,442.7675346892226,1091.5293011524172,1153.3142857142864,1107.7659999999998
IS.FF701,ISH.FRF NDX 100,453800,ILA,0.576241134751773,-1.9658673579606827,1.8402154398563735,4.803695150115473,1.453163424994411,2.669683257918552,8.460803059273422,109.12442396313364,201.1280690112807,201.1280690112807,453376.1904761905,430686
JREU,US Research Enhanced Index Equity Active UCITS ETF,54.66,EUR,-0.09139097057211527,-1.0499637943519287,1.8446059250978104,6.5704815753558155,-5.709849922373645,-3.987352889513443,8.409365664790382,106.2641509433962,159.4825416813415,159.4825416813415,54.55952380952384,53.91837500000003
CSNDX,iShares NASDAQ 100 UCITS ETF USD,1142.13,EUR,-0.11019861989347386,-2.239170069075303,1.2499667562033046,6.984085352716934,-5.049589731226133,-2.27179381866721,12.393351636997023,106.00820003291066,441.55052354435867,1327.127345084685,1151.7333333333324,1107.07035
SCHG,Schwab U.S. Large-Cap Growth ETF,30.01,USD,-0.3652058432934908,-2.024159320927187,0.5360134003350088,11.89410887397465,4.564459930313597,7.102069950035696,17.455968688845406,105.95350433216096,395.6234516928159,844.4531864673486,30.278571428571365,27.674150000000004
ISVAF,IShares VII PLC,1330.5037,USD,-0.2802787167827719,-2.6472342159813222,0.07817433847795488,11.20913034033243,5.560370089423393,9.875877352931077,17.53566254416961,105.38683163019418,206.97324529689683,206.97324529689683,1341.5001095238106,1215.4232794999996
VUAA,Vanguard S&P 500 UCITS ETF,105.205,EUR,-0.0712386018237109,-1.0766337564645003,2.0417070805043687,6.6901265617394055,-5.207910978961122,-3.1529043542299524,10.11157278438806,104.97408720726337,99.29719630587239,99.29719630587239,105.08499999999991,103.33064000000005
IWY,iShares Russell Top 200 Growth ETF,254.48,USD,-0.45765695286525165,-2.333435677003382,0.648631545641507,12.601769911504421,5.235298982714414,7.79853433303681,17.711272491789625,104.8458504387024,409.0618123624724,918.7349879903923,256.86190476190484,232.8928000000002
VUAA,Vanguard S&P 500 UCITS ETF,105.23,EUR,-0.028500855025651847,-0.4729026766291497,2.056056638541368,6.745790221140196,-5.198198198198194,-3.1120522972101976,10.20002325269711,104.33009708737865,99.79116004523107,99.79116004523107,104.9971428571429,103.29465000000006
0050,YUANTA SECURITIES INV TRUST CO LTD TAIWAN TOP 50 ETF,51.75,TWD,-0.4807692307692308,-2.6340545625587932,2.27272727272727,13.269493844049247,5.343511450381679,5.801175568617427,13.673799358934689,102.6431718061674,250.25381895952012,337.6321445588191,51.97857142857143,47.51174999999999
CSNDX.USD,ISH NASDAQ 100 USD A,1324.6,USD,-0.43595911004210625,-3.115857226448225,0.045317220543799774,9.706808017227084,4.91050213844448,9.907069366080306,16.848976711362035,102.47630384475228,495.3793599424667,1170.8433272570276,1341.2571428571423,1215.3655000000006
CNDX,iShares NASDAQ 100 UCITS ETF USD,1324.6,USD,-0.42098932491355706,-3.9727417717848468,0.8834729626808765,9.688638622060285,4.890564125304868,9.462027931575903,16.904654925188876,102.46393070530584,439.9478012413256,1196.7205090553107,1340.361904761905,1217.594624999999
AMLP,Alerian MLP ETF,48.13,USD,0.14565126924677543,-0.4755996691480498,-0.6809739991745735,0.6482643245504021,-7.832248180773644,-0.4550155118924485,3.3941997851772405,101.29652864910081,-28.164179104477608,-36.46204620462046,48.90571428571424,49.42799999999997
CIBR,First Trust NASDAQ Cybersecurity ETF,71.59,USD,-0.4311543810848432,-1.0641238253178498,-4.118395499899555,2.096406160867083,2.623279816513759,11.19913016464742,21.56563083715402,100.7571508693214,270.1654601861427,257.95,72.5238095238095,67.80279999999998
DYNF,iShares U.S. Equity Factor Rotation Active ETF,56.25,USD,-0.40722379603398884,-1.2464887640449454,1.2601260126012652,10.83743842364532,5.238540692235729,9.096198603568654,16.36326023996689,100.12950602701126,124.55089820359281,124.55089820359281,56.29333333333336,51.975150000000006
XLG,Invesco S&P 500 Top 50 ETF,54,USD,-0.3690036900369056,-1.7109574080815395,1.1994002998500761,12.54689453939142,4.854368932038835,7.676969092721837,15.681233933161954,100.02222469163242,301.06951871657753,492.75514898406715,54.204285714285774,49.700250000000025
MGK,Vanguard Mega Cap Growth ETF,378.2,USD,-0.3609347419448335,-2.42518059855522,0.4328544493719615,12.744075122969146,6.203139479374343,9.63907812726482,19.370009153173626,99.46205368915139,378.55244843730225,651.5896757572185,381.96952380952433,343.44304999999986
VGFPF,Vanguard Funds PLC,121.6408,USD,-0.9359068328039803,-1.6328643053533867,0.9297188938294981,9.129926918239214,4.646069087974726,7.971595952423222,14.242994867363857,98.92199509403108,144.03762857332012,144.03762857332012,121.50655714285709,111.85247350000007
VUAA,Vanguard S&P 500 UCITS ETF,122.02,USD,-0.24525833878351633,-1.7077493152891934,0.842975206611567,9.45461069250089,4.720219704771713,8.462222222222218,11.028207461328472,98.66493645929457,142.2473742753102,142.2473742753102,122.12190476190504,113.51495000000017
VONG,Vanguard Russell 1000 Growth ETF,112.85,USD,-0.344401271635465,-2.353551959851172,0.6421118344778373,12.940352281825453,5.664794007490634,8.624506689768017,19.165786694825755,98.4873801776449,365.36082474226805,771.2603744450878,113.90190476190489,102.96725000000002
IWF,iShares Russell 1000 Growth ETF,438.43,USD,-0.42697190615702474,-2.284478915931176,0.6219590562746671,12.910121040432655,5.80640490382991,8.734902408174408,19.190408873423237,98.26798715687605,398.0461206406907,460.7418065547562,442.61095238095254,400.07260000000036
COWZ,Pacer US Cash Cows 100 ETF,57,USD,-0.05260389268806091,0.9564293304994671,1.8584703359542516,7.709750566893421,-3.0117406840224654,0.19335559852346534,1.3874066168623287,98.12579945498025,126.9108280254777,126.9108280254777,56.31523809523804,56.0129249999999
VFV,VANGUARD INVESTMENTS CANADA INC S&P 500 INDEX ETF,157.28,CAD,-0.15236160487557712,-0.45569620253164483,2.6765896331113685,11.081291051627938,2.05035037633013,3.9592834952739833,16.10807618485161,97.960981749528,235.42333120068244,535.9886777193692,156.05380952380943,147.96304999999992
CNX1,iShares NASDAQ 100 UCITS ETF USD,98820,GBX,-0.24227740763173833,-2.032318826211956,1.0222858311183807,10.118119010474704,-0.8846362159234519,2.2526204691493437,14.186011578059462,97.92104788800096,531.3570150779453,1394.5553539019963,99917.14285714286,93600.2225
CNX1.GB,iShares NASDAQ 100 UCITS ETF USD,98643.9999,GBX,-0.32536446827662535,-2.2024379021592497,0.8377244955632444,12.077624028083742,-0.9413903885298077,2.0161434186885985,13.952886613103683,97.64890670364086,280.18376306539636,280.18376306539636,99878.9340761905,93630.22384649995
VUAG.GB,Vanguard S&P 500 UCITS ETF,90.9946,GBP,-0.059199217999196835,-0.6316272263658369,1.7528243675574962,9.753702899599562,-1.0309704434836882,1.2519264043974911,11.817198751505327,97.63604574134206,103.22635399218316,103.22635399218316,91.01402380952372,87.31028799999986
QQQ,"Invesco QQQ Trust, Series 1",563.28,USD,-0.4629793249690766,-2.593899149201079,-0.18075491759701964,11.280572128491833,4.624986069319064,9.523624343768233,17.09385718740255,97.60050515680908,497.77141037886014,1001.7701711491443,569.2957142857147,516.3082999999999
GPSA,iShares IV PLC - iShares MSCI USA Screened UCITS ETF Accum Shs Unhedged USD,9.796,GBP,-0.0561138601234647,-0.9003540718260031,1.5550487248600307,9.968567579703636,-1.2041874256207579,1.1461022199277116,12.974282089724369,97.20181177654753,119.45673480817696,119.45673480817696,9.82097619047621,9.386942500000004
ZSP,BMO ASSET MANAGEMENT INC S&P 500 INDEX ETF,96.965,CAD,-0.15959637561779358,-0.3545370465522545,2.608465608465612,11.14740944520863,2.0576781391432464,3.9616168114077492,16.29287598944592,97.08333333333333,224.94973190348526,528.8261997405966,96.2261904761905,91.19975000000001
OEF,iShares S&P 100 ETF,314.77,USD,-0.39869632629813345,-1.4341631438860312,1.2284933269014289,12.113548938595239,5.281289718375799,8.518927118527195,16.237075332348585,96.89122411959715,265.58652729384437,356.45295005032625,315.4676190476191,289.7278000000002
XD9U,Xtrackers MSCI USA UCITS ETF,187.05,USD,-0.2931769722814408,-1.7284858673951833,0.6944444444444555,9.366777758288025,4.784045711724845,8.529155787641438,14.959122674751232,96.04862399963845,260.96101891161715,277.38324175089764,187.38095238095235,174.11190000000002
XLI,SPDR Select Sector Fund - Industrial,150.68,USD,-0.35709562227218095,-0.5084186200065909,0.36634916405782414,7.867420717302605,9.188405797101455,13.523694718601687,18.004542250763574,95.7900207900208,214.50636610311005,548.951569383509,151.6404761904761,139.17594999999994
RDVY,First Trust Rising Dividend Achievers ETF,64.6,USD,-0.2162496138399762,-0.9809932556713682,1.989264287969673,9.343263371699383,2.8007638446848993,8.389261744966431,12.976565232598801,95.40229885057468,222.1945137157107,223.16158079039522,64.19000000000001,60.9409
1306,NOMURA ASSET MANAGEMENT CO LTD NEXT FUNDS TOPIX ETF,3220,JPY,0.5307524196066188,0.8455997494519261,7.71031945141328,11.149464963755609,12.626792584819867,10.010249402118209,16.455696202531644,94.5619335347432,99.87585350713843,207.5453677172875,3128.5238095238096,2897.1375
VUG,Vanguard Growth ETF,451.18,USD,-0.41275797373358447,-2.327192431753729,0.21990715031431377,12.24220712988531,5.893397798483821,9.28159666715109,19.54321445604366,94.39034898750539,362.6538146021329,811.2908324158416,456.0371428571434,411.5255999999996
1305,DAIWA ASSET MANAGEMENT IFREEETF TOPIX (YEARLY DIVIDEND TYPE),3251,JPY,0.4324992276799506,0.7125154894671624,7.6490066225165565,11.069354287666552,12.530287296642436,9.979702300405954,16.294043999284565,94.32157800358637,98.71638141809291,211.39846743295018,3161.2380952380954,2927.9275
1308,NIKKO ASSET MANAGEMENT CO LTD EXCHANGE TRADED INDEX TOPIX JPY INC NAV,3179,JPY,0.4423380726698263,0.7926442612555485,7.6532339993227225,11.114994757077945,12.491153573956122,9.961950882047734,16.276517922457938,94.31540342298288,98.6875,210.752688172043,3091.3333333333335,2862.21
CSP1,iShares Core S&P 500 UCITS ETF,50759,GBX,-0.08267553788311253,-0.601182783065053,1.7438713944957807,9.791919017130992,-1.0449361536212107,1.1820755093090938,11.853239312472455,94.21104989286808,315.37643207855973,720.2811893988364,50768.09523809524,48676.49
1475,BLACKROCK JAPAN CO LTD ISHARES CORE TOPIX ETF,317.1,JPY,0.5708848715509075,0.858778625954213,6.37370010063737,12.486697410429247,13.819095477386934,9.989594172736735,16.538033203306398,94.18248622167789,110.55776892430282,110.55776892430282,309.9714285714285,284.1780000000005
VUAG,Vanguard S&P 500 UCITS ETF,91.02,GBP,-0.10974539069360022,-1.0652173913043521,1.7665474060822879,9.702302036880798,-1.0544624415697346,1.290896950812371,11.88691117115946,94.07248639349737,130.83946233832108,130.83946233832108,91.02928571428579,87.28552500000004
1348,MITSUBISHI UFJ ASSET MANAGEMENT CO MAXIS TOPIX ETF,3208,JPY,0.5012531328320802,0.8487896887771141,7.6871433366901645,12.383955158521632,13.75886524822695,9.97600274254371,16.231884057971016,93.9540507859734,98.76084262701363,269.15995397008055,3118.0476190476193,2870.8
SPY5,SPDR S&P 500 UCITS ETF,549.52,EUR,-0.11269858581452077,-1.0907520069117065,2.0350564468211596,6.355965007354656,-5.736242623850702,-3.6943568173852155,8.88915309317163,92.26085675387105,225.60289150915446,418.1706742102782,548.9047619047622,541.8828999999994
VUSA,VANGUARD FUNDS PLC S&P 500 UCITS ETF USD DIS,104.237,EUR,-0.0738155952221161,-1.0855846879418543,2.045071856521908,6.389254620982466,-5.758277127823084,-3.718722001053001,8.900100108650404,92.15255434761168,224.37220005428347,344.3180070041776,104.12309523809525,102.81694499999979
CNDX.GB,iShares NASDAQ 100 UCITS ETF USD,1333.922,USD,1.1352987380851962,-2.2966751093916398,0.6792852711329421,10.161552196009845,5.234665726283939,10.227932300556766,19.843195684386437,92.13303181759258,92.13303181759258,92.13303181759258,1328.1975238095238,1184.9170049999993
1591,NOMURA ASSET MANAGEMENT CO LTD NEXT FUNDS JPX-NIKKEI 400 ETF,27910,JPY,0.35958288385472853,0.7581227436823105,7.346153846153846,12.699374116696951,12.90453074433657,9.601413705085411,13.686354378818738,92.08534067446662,101.37085137085137,149.86571172784244,27206.190476190477,25040.3
VUSA,Vanguard S&P 500 UCITS ETF,104.235,EUR,-0.08148006134968726,-1.1006214716068092,2.0211412351962394,6.401331101220858,-5.772012294340991,-3.709006928406467,8.879811677357965,92.04620473052168,153.24344023323616,153.24344023323616,104.117142857143,102.77609000000018
CSP500,10X S&P 500,11283,ZAC,-0.6953001232177434,-1.3896171997902464,1.6486486486486487,7.487853672477851,-0.4148278905560459,0.29333333333333333,10.628492989508775,91.59449821701477,276.6021361815754,276.6021361815754,11355.238095238095,10876.625
QQQM,Invesco NASDAQ 100 ETF,231.92,USD,-0.4507018070996315,-2.591457012054272,-0.1635815755488695,11.280648721270568,4.642873257230515,9.525383707201883,17.149062989341815,91.54278163197884,91.54278163197884,91.54278163197884,234.35452380952384,212.55527499999997
VOOG,Vanguard S&P 500 Growth ETF,408.08,USD,-0.40513496363548224,-1.8117947113880872,0.3467184695207338,12.288811843046602,6.7294363802798385,10.822040572468284,20.683740462530313,91.48796396227299,316.32319934707203,700.3136300620456,411.9166666666667,370.1578000000004
IVW,iShares S&P 500 Growth ETF,113.11,USD,-0.44010210368805563,-1.8568329718004344,0.3548930884571074,12.178915005454726,6.687417468402192,10.772696112036039,20.624933347552528,91.33891567284107,345.6219836501527,458.5679012345679,114.2085714285715,102.62129999999999
SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF,97.96,USD,-0.4269160398454988,-1.8731844135029596,0.34828928498257444,12.236480293308883,6.72186512692013,10.814479638009036,20.61068702290076,91.14146341463413,321.6507048315936,302.6615285806037,98.88714285714283,88.87150000000001
XDWD,Xtrackers MSCI World UCITS ETF,114.235,EUR,-0.06998206709530534,-0.7989231904823948,2.1505857104533677,5.665525853297567,-3.235779933082044,-0.04812319538017921,10.735750290810394,90.64586751154431,203.25194070888986,234.90177851358027,113.67285714285734,111.0700800000001
VUSA,Vanguard S&P 500 UCITS ETF,104.19,EUR,-0.09588647041903205,-0.5251097956845495,1.9671168526130267,6.338028169014077,-5.838228648892913,-3.777244181751019,8.825989321620831,89.60873176326238,136.4461644490222,136.4461644490222,104.02571428571416,102.74125000000005
FNDX,Schwab Fundamental U.S. Large Company ETF,25.29,USD,-0.1973164956590399,0.03955696202530858,1.8525976641159922,8.914728682170544,1.7296862429605782,6.260504201680665,9.055736481350962,89.24937857339953,159.38487476949015,203.72328210598823,25.010476190476236,24.085750000000033
IUSG,iShares Core S&P U.S. Growth ETF,154.54,USD,-0.39958752255736313,-1.954066742799145,0.2985462097611497,12.01797622499274,6.308041549150435,10.385714285714279,19.696382929285086,89.06288230976267,321.1472952718354,380.35745507527923,155.95177142857142,140.65919499999984
VNGDF,Vanguard Funds PLC,121.3894,USD,-0.8610487922204343,-1.0360328778201962,1.7002345844503983,9.147915533356402,5.86438756377272,8.761241061580899,20.306640237859252,88.73023523375673,202.03881562577754,202.03881562577754,119.39437619047612,106.39253251000008
IDUS,iShares Core S&P 500 UCITS ETF USD (Dist),63.50751,USD,-0.17681546683431937,-1.7633937893963267,0.7855742908153154,9.091316670961092,4.136279412970409,7.840906775343867,13.269735349895482,86.64954082882934,206.94783436694857,392.30627906976747,63.58130999999989,59.310775049999975
VUSD,Vanguard S&P 500 UCITS ETF,120.8775,USD,-0.253744275281598,-1.7076294444105697,0.8089569042803818,9.10260171040458,4.112745203591646,7.856521448169705,13.252758063382752,86.51057511219182,214.21236511015428,384.2848751716696,120.98529761904763,112.89591250000024
1330,NIKKO ASSET MANAGEMENT CO LTD NIKKO EXCHANGE TRADED INDEX FUND 225,43990,JPY,0.06824385805277526,-0.45259108395564607,5.567554595632349,12.968669748330765,9.782879960069877,6.179097272507844,12.21938775510204,86.31935620499789,118.85572139303483,305.4377880184332,43202.857142857145,40084.05
1321,NOMURA ASSET MANAGEMENT CO LTD NEXT FUNDS NIKKEI 225 ETF,43900,JPY,-0.11376564277588168,-0.5211874008610923,5.402160864345738,12.853470437017995,9.722569357660586,5.961863384021241,12.104187946884576,86.2537123462028,119.39030484757622,312.593984962406,43156.19047619047,40042.35
1320,DAIWA ASSET MANAGEMENT IFREEETF NIKKEI225 (YEARLY DIVID TYPE),43790,JPY,-0.0228310502283105,-0.4093700250170571,5.492652372922187,13.035622096024781,9.859508278976417,6.1318468250121185,12.167008196721312,86.18197278911565,118.62206689965052,315.07109004739334,43015.23809523809,39906.1
SPLG,SPDR Portfolio S&P 500 ETF,74.77,USD,-0.3996270147861958,-1.1371149014941153,1.0268882583434547,10.377915559492179,4.1509959604401585,7.846531083225152,13.580434452377332,86.08760577401691,235.81854929261172,426.5492957746478,74.85666666666668,69.70555
1329,BLACKROCK JAPAN CO LTD ISHARES CORE NIKKEI 225 ETF,4403,JPY,-0.04540295119182747,-0.38461538461538464,4.584323040380047,13.919793014230272,10.711591651998994,6.070826306913997,12.292782453455752,86.01605407689058,119.1637630662021,314.5951035781544,4343.095238095236,4001.4250000000006
IVV,iShares Core S&P 500 ETF,638.7,USD,-0.394554216115898,-1.127735164129193,1.0409415933683543,10.366159216187729,4.1687053527742535,7.857540908860647,13.480091679547998,85.9280391243596,238.8149169805316,347.71960569550936,639.3652380952384,595.1956500000003
VOO,Vanguard S&P 500 ETF,584.27,USD,-0.3938081762078589,-1.1253638394368066,1.0358303935809658,10.35830988043746,4.129388700766344,7.7949153167779786,13.567360584679369,85.86311654021725,239.6918604651163,470.01951219512193,584.9028571428572,544.7463999999999
IWDA,iShares Core MSCI World UCITS ETF,121.21,USD,-0.2140446200708036,-1.375101708706275,-4.136349256564382,8.445915719781693,6.98146513680494,12.1069182389937,15.28438272779151,85.84789656780288,188.1150463513192,386.006395909928,120.79285714285717,111.60035000000018
1346,MITSUBISHI UFJ ASSET MANAGEMENT CO MAXIS NIKKEI225 ETF,43990,JPY,-0.04544421722335833,-0.43005885015844275,5.592894863178109,13.90471258415329,10.722376038258243,5.948940269749518,12.133571246495029,85.76858108108108,118.85572139303483,488.8888888888889,43191.42857142857,39912.3
SPY,SPDR S&P 500 ETF TRUST,635.55,USD,-0.40118474871104653,-1.1263398621633829,1.0252742012398557,10.342372999062457,4.161203618722956,7.831826125315999,13.537702985154613,85.76815152578041,238.97807883087094,1345.4567784428957,636.2852380952384,592.4657500000005
SPHQ,Invesco S&P 500 Quality ETF,72.1,USD,-0.4281176633061763,-0.7160561828697469,1.051156271899089,4.964332508370937,1.5349950711167288,6.973293768545977,9.458023379383619,84.72969510632844,232.87165281625116,366.06334841628956,72.05047619047625,68.79339999999995
SPTM,SPDR Portfolio S&P 1500 Composite Stock Market ETF,77.05,USD,-0.33630836890441745,-1.0530371131372895,1.0889530307006012,10.323596792668948,3.757069754915152,7.252227171492195,12.794612794612787,84.33014354066987,199.39322842848472,382.7401143376696,77.08095238095235,72.06835000000007
VV,Vanguard Large-Cap ETF,293.26,USD,-0.38384455993749633,-1.1394282632146695,0.9709406417848758,10.468226164915041,4.222048475371382,8.16612570079669,14.237855946398664,84.22011432878949,236.6161616161616,492.9234547263536,293.7923809523811,273.0854999999999
SCHX,Schwab U.S. Large-Cap ETF,25.16,USD,-0.39588281868567465,-1.1006289308176145,0.9630818619582601,10.544815465729343,4.0529363110008285,7.890222984562607,14.20800910690671,83.35982800253453,237.56741168214816,520.7240308154745,25.196666666666676,23.455749999999988
IWB,iShares Russell 1000 ETF,348.98,USD,-0.34837235865219035,-1.1416107192430733,0.9400399155410291,10.311038057908712,3.9837907094544276,7.75311081606818,13.96009535316592,83.03786845693907,218.73230432002924,362.7998342312474,349.46095238095256,325.7344999999993
VUSA,Vanguard S&P 500 UCITS ETF,90.175,GBP,-0.08863774860118365,-0.6445570736007139,1.7747806213142867,9.442320529158325,-3.0376344086021536,0.7204289065117793,10.56955428851694,82.3559113780402,267.1620670668594,471.7410601065178,90.19976190476196,86.82243125000008
IWV,iShares Russell 3000 ETF,361.08,USD,-0.3284842796809004,-1.1037769439347127,0.9279964221824668,10.337662337662332,3.740734356145487,7.493078503170479,13.472235316300557,80.83838333249862,210.79359614391458,379.64134495641343,361.48047619047645,337.57070000000004
ESGV,Vanguard ESG U.S. Stock ETF,112.62,USD,-0.3891738899699254,-1.3144058885383807,0.9954264191552321,10.726575557958915,3.3590308370044153,6.870373884987672,13.482466747279332,80.59653624118026,123.7187127532777,123.7187127532777,112.81142857142856,105.14504999999994
SCHB,Schwab U.S. Broad Market ETF,24.52,USD,-0.3252032520325278,-1.1290322580645207,1.071723000824394,10.500225326723742,3.7225042301184392,7.449605609114809,13.623839295757739,80.5376697336922,226.3534763091107,488.48058848058844,24.53714285714285,22.902100000000008
ITOT,iShares Core S&P Total U.S. Stock Market ETF,138.93,USD,-0.322858372793793,-1.1596471257825807,0.9739079874990939,10.507476932866695,3.764284113824797,7.431178472007434,13.523451544370005,80.42857142857144,232.1697549312612,451.8570009930487,139.04238095238094,129.77759999999998
VTI,Vanguard Total Stock Market ETF,312.76,USD,-0.34412439459596744,-1.1254425897824996,0.9750112997998263,10.500282645562454,3.6521508583548687,7.311717275690513,13.413351706131925,80.25474036078613,224.43983402489624,446.3056768558952,313.0352380952385,292.42735000000016
XLC,The Communication Services Select Sector SPDR Fund,109.73,USD,-0.10923987255347324,-0.8583303216479967,1.5548357242017647,10.016041708441959,4.764177964483491,12.751746814632154,25.779458963778094,80.23981603153744,120.78470824949697,120.78470824949697,108.58476190476206,100.52619999999996
GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,124.75,USD,-0.3832947376826671,-1.0627329685145557,1.208826870030825,10.135075483358351,4.13188647746244,7.617322291235332,13.574289876183535,80.06639722863741,209.24640555280118,209.24640555280118,124.8690476190477,116.62730000000025
ESGU,iShares ESG Aware MSCI USA ETF,138.91,USD,-0.36580117630181536,-1.0753453923942395,1.2094717668488135,10.263533894268926,3.974550898203595,7.332715190851499,13.109681622017748,78.22684115986657,187.83671777869873,187.83671777869873,139.0571428571428,129.72289999999992
ISAC,iShares MSCI ACWI UCITS ETF,100.6,USD,-0.13897161008536885,-1.266071253312402,0.8723553594705609,8.557246142225093,7.513091802928291,12.906846240179574,15.380201505213849,77.83277355488774,171.67162494387324,290.0736568408818,100.17904761904754,92.31117499999995
VWRA,Vanguard FTSE All-World UCITS ETF Accum USD,157.26,USD,-0.17773263932969477,-1.206181681115728,0.92414324220254,8.530020703933738,7.756612306427295,13.087875737091894,15.632352941176464,77.59457331695401,96.7594546102175,96.7594546102175,156.58761904761906,144.20049999999983
