Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perf_sum,perf_norm,MRAT,Diff,score
DHI,"D.R. Horton, Inc.",168.81,USD,NYSE,-1.1,50325933687,USD,13.53,0.88,122.64,-10,32.22,40.73,16.39,157.56,137.9,143.07,1.34,0.44,5.16,16.27,15.66,62.96,1.06,1.14,1.22,2.21
IMO,IMPERIAL OIL,120.76,CAD,TSX,-0.01,44429688706,USD,13.3,2.19,432.45,17.9,22.87,21.53,5.47,116.45,101.92,113.4,1.22,1.32,1.96,19.21,16.17,62.29,1.06,1.14,1.18,2.2
ANTO,ANTOFAGASTA PLC ORD GBP0.05,2167,GBX,LSE,1.45,28887744356,USD,25.32,1.1,100.46,17.87,18.32,23.9,8.13,2031.29,1775.29,1925.22,1.66,1.99,52.09,11.88,12.02,60.09,1.06,1.14,1.22,2.2
RBC,RBC Bearings Incorporated,401.56,USD,NYSE,0,12674276485,USD,50.5,0,202.86,37.11,12.34,10.07,3.88,397.71,349.75,388.97,1.72,0.93,8.79,8.56,8.62,59.52,1.06,1.14,1.15,2.2
CR,Crane Company,193.85,USD,NYSE,-0.2,11155454818,USD,36.57,0.45,158.47,27.82,19.49,12.19,2.2,193.77,170.14,189.82,1.27,1.26,4.14,18.23,19.4,59.5,1.06,1.14,1.14,2.2
CCH,COCA-COLA HBC AG ORD CHF6.70(CDI),3892,GBX,LSE,-1.32,19130556395,USD,18.47,2.23,91.82,42.98,18.23,-2.94,-3.85,3892.76,3420.95,3902.76,1.09,0.37,73.71,28.56,18.55,58.27,1.06,1.14,1.14,2.2
DANSKE,DANSKE BANK A/S,275,DKK,OMXCOP,-0.18,35105735336,USD,9.85,6.12,172.55,34.41,15.11,8.35,5.53,266.63,233.3,261.29,0.3,0.41,3.93,13.32,0.91,57.87,1.06,1.14,1.18,2.2
BNP,BNP PARIBAS ACT.A,83.07,EUR,EURONEXT,-0.37,1.10332E+11,USD,8.82,5.74,129.44,35.18,14.72,7.66,5.15,80.96,71.19,78.36,1.57,1.24,1.46,9.5,1.38,57.56,1.06,1.14,1.17,2.19
THC,Tenet Healthcare Corporation,179.53,USD,NYSE,0.02,15861654658,USD,11.49,0,556.9,11.32,36.36,8.33,20.49,167.79,147.08,168.78,1.52,0.98,4.7,41.09,13.41,56.01,1.06,1.14,1.22,2.2
SNX,TD SYNNEX Corporation,149,USD,NYSE,-0.55,12287595396,USD,17.42,1.15,130.83,24.16,5.54,20.93,2.01,146.47,128.06,141.31,1.32,1.27,2.96,8.83,9.7,50.63,1.05,1.14,1.16,2.19
CTPNV,CTP NV,18.92,EUR,EURONEXT,-0.11,10634190062,USD,7.61,3.12,34.66,11.16,15.37,13.7,2.71,18.66,16.41,18.07,0.94,0.63,0.34,16,,40.23,1.04,1.14,1.15,2.18
BSY,"Bentley Systems, Incorporated",54.61,USD,NASDAQ,-0.07,16581286629,USD,69.78,0.48,95.04,8.98,17.31,13.77,-6.52,54.92,48.06,54.86,1.1,0.64,1.06,23.69,13.37,40.07,1.04,1.14,1.14,2.18
ING,INGBSK,324.5,PLN,GPW,0.46,11534281445,USD,9.26,7.8,136.17,18.65,10.75,7.45,-0.76,337.33,295.71,323.11,1.48,0.98,9.15,28.69,8.6,36.85,1.04,1.14,1.1,2.18
ULS,UL Solutions Inc.,65.18,USD,NYSE,-0.26,13093539852,USD,40.16,0.78,90.42,20.77,22.89,-9.96,-7.66,68.11,59.83,69.85,0.99,0.52,2.02,35.12,23.71,33.7,1.03,1.14,1.09,2.17
PSKY,Paramount Skydance Corporation,15.95,USD,NASDAQ,-0.31,16981220459,USD,,1.25,-41.98,43.56,36.32,32.37,18.37,13.13,11.65,12.86,1.19,0.18,1.1,-0.11,6.6,112.25,1.11,1.13,1.37,2.24
TOST,"Toast, Inc.",43.76,USD,NYSE,-0.55,25512080000,USD,127.62,0,-32.95,84.25,17.29,1.58,-9.77,45.16,39.83,44.72,2.02,1.45,1.59,14.51,12.15,103.12,1.1,1.13,1.1,2.24
BMPS,BANCA MONTE PASCHI SIENA,8.44,EUR,MIL,1.71,12245265242,USD,6.31,10.36,-72.92,62.5,20.71,17.19,18.44,7.86,6.95,7.39,0.87,1.48,0.2,15.13,1.25,100.39,1.1,1.13,1.21,2.23
SYF,Synchrony Financial,72.9,USD,NYSE,-0.41,27122994713,USD,8.86,1.43,194.19,53.41,19.94,26.41,1.03,70.92,62.5,69.02,1.48,1.68,1.59,20.23,,99.76,1.1,1.13,1.17,2.23
TKO,"TKO Group Holdings, Inc.",185.47,USD,NYSE,-0.38,36777866319,USD,85.39,0.41,318.76,56.89,15.55,16.02,10.45,175.97,155.9,174,0.75,0.88,4.89,5.11,7.42,88.46,1.09,1.13,1.19,2.22
ROKU,"Roku, Inc.",93.9,USD,NASDAQ,-0.34,13834346867,USD,,0,-38.06,45.83,2.72,33.93,4.28,88.16,77.82,87.43,2.05,2.46,3.57,-2.47,-4.35,82.48,1.08,1.13,1.21,2.22
FRE,FRESENIUS SE+CO.KGAA O.N.,47.52,EUR,XETR,-0.36,31148859459,USD,23.79,2.1,20.61,45.72,24.24,10.2,13.09,44.24,39.24,42.94,0.97,0.72,0.72,7.3,6.48,80.16,1.08,1.13,1.21,2.21
FFIV,"F5, Inc.",316.09,USD,NASDAQ,-0.36,18158476676,USD,27.87,0,137.27,59.58,8,10.65,4.62,315.24,278.26,303.84,1.03,0.97,6.78,20.58,17.95,78.24,1.08,1.13,1.14,2.21
FLUT,Flutter Entertainment plc,298.65,USD,NYSE,-0.26,52592137027,USD,147.1,0,83.22,42.3,9.94,23.33,-0.78,297.17,263.3,290.52,1.16,1.2,6.71,3.64,5.39,75.58,1.08,1.13,1.13,2.2
MTX,MTU AERO ENGINES AG,381.6,EUR,XETR,0.03,24037477319,USD,24.68,0.58,145.4,43.46,21.3,9.56,5.41,380.02,337.17,376.9,1.05,1,8.15,24.74,17.4,74.32,1.07,1.13,1.13,2.2
WSM,"Williams-Sonoma, Inc.",197.21,USD,NYSE,-3.05,24256447615,USD,22.32,1.21,308.73,49.27,1.3,22.77,8.42,198.66,176.07,180.8,1.47,1.47,5.78,51.1,41.7,73.33,1.07,1.13,1.12,2.2
CEZ,CEZ,1243,CZK,PSECZ,-0.16,31845230833,USD,26.17,3.78,167.6,40.21,23.07,2.05,0.16,1243.14,1102.33,1229.98,0.89,0.23,6.19,10.87,10.78,65.34,1.07,1.13,1.13,2.19
,NATIONAL BANK OF CANADA,151.07,CAD,TSX,-0.32,42921105250,USD,14.4,3.01,122.29,26.55,20.45,17.35,4.39,147.53,130.91,143.05,0.19,0.09,1.19,13.56,1.65,64.35,1.06,1.13,1.15,2.19
BN,Brookfield Corporation,65.46,USD,NYSE,-0.71,1.07957E+11,USD,148.3,0.52,138.47,37.97,12.14,13.26,-2.78,65.83,58.36,64.18,0.77,0.26,1.26,1.87,,63.36,1.06,1.13,1.12,2.19
JPM,JP Morgan Chase & Co.,296.75,USD,NYSE,0.17,8.15989E+11,USD,15.23,1.79,196.93,36.37,13.16,13.25,0.02,292.84,259.64,288.82,1.11,-3.91,4.97,16.13,2.75,62.78,1.06,1.13,1.14,2.19
WELL,Welltower Inc.,165.58,USD,NYSE,0.7,1.0983E+11,USD,136.78,1.63,188.83,40.21,10.13,9.89,2.73,165.55,146.33,159.47,0.92,0.34,2.92,3.48,,60.23,1.06,1.13,1.13,2.19
SLHN,SWISS LIFE HOLDING AG N,898.8,CHF,SIX,-0.18,31770363084,USD,21.11,3.89,139.68,34.03,15.74,9.18,6.39,879.54,781.11,840.26,1.12,0.53,8.87,16.59,2.04,58.95,1.06,1.13,1.15,2.18
GD,General Dynamics Corporation,320.7,USD,NYSE,0.34,86266162483,USD,21.53,1.83,112.5,8.96,29.75,15.76,2.12,314.81,277.96,303.19,0.49,0.68,3.77,17.91,13.59,54.46,1.05,1.13,1.15,2.19
A5G,AIB Group PLC,7.18,EUR,EURONEXT,-0.07,17972675853,USD,8.02,5.15,583.33,35.38,10.98,6.45,5.67,7.02,6.2,6.89,1.36,1.41,0.15,16.08,5.75,52.81,1.05,1.13,1.16,2.19
URW,UNIBAIL-RODAMCO-WESTFIELD,90.92,EUR,EURONEXT,-0.85,15387892009,USD,17.03,3.82,123.61,28.06,9.94,13.17,10.42,88.16,78.35,83.93,2,0.88,1.39,5.05,,51.16,1.05,1.13,1.16,2.18
HLMA,HALMA ORD GBP0.10,3260,GBX,LSE,0.43,16649739393,USD,41.71,0.71,47.11,26.95,10.73,12.26,1.18,3250.67,2883.44,3218.2,0.65,0.99,47.39,16.3,15.09,49.94,1.05,1.13,1.13,2.18
CPNG,"Coupang, Inc.",28.77,USD,NYSE,0.07,52449585719,USD,144.86,0,-54.69,24.44,16.62,3.16,-4.77,28.76,25.36,29.44,1.16,0.98,0.68,8.55,7.9,44.21,1.04,1.13,1.13,2.18
CBOE,"Cboe Global Markets, Inc.",247.39,USD,CBOE,0.39,25874552399,USD,29,1.02,174.69,17.69,17.83,7.48,0.25,247.01,218.08,239.05,0.46,-0.12,4.65,20.64,,43,1.04,1.13,1.13,2.18
XYL,Xylem Inc.,144.37,USD,NYSE,0.44,35141057310,USD,37.52,1.06,79.48,5.84,12.48,14.89,9.4,141.16,125.32,134.52,1.1,1.05,2.3,8.76,8.09,33.21,1.03,1.13,1.15,2.16
PINS,"Pinterest, Inc.",35.44,USD,NYSE,-0.48,24096707071,USD,12.67,0,6.88,10.2,-3.41,12.96,-6.02,36.78,32.67,36.28,0.78,1.18,1.12,48.08,5.15,19.75,1.02,1.13,1.08,2.15
CCL.A,CCL INDUSTRIES INC,77.29,CAD,TSX,0,10582416031,USD,17.33,1.43,54.27,-0.39,9.65,-1.28,-3.13,78.47,69.44,74.67,0.74,0.42,0.85,15.2,13.33,7.98,1.01,1.13,1.11,2.14
LYV,"Live Nation Entertainment, Inc.",165.68,USD,NYSE,-0.03,38428333723,USD,71.96,0,209.9,70.89,7.21,13.25,8.82,156.05,139.37,151.4,1.46,1.01,3.55,345.87,15.13,91.34,1.09,1.12,1.19,2.21
DRS,"Leonardo DRS, Inc.",41.64,USD,NASDAQ,1.09,11081387447,USD,44.75,0.44,483.19,46.57,41.25,1.04,-12.34,42.29,37.75,44.53,0.66,1.29,1.33,9.99,10.85,88.86,1.09,1.12,1.1,2.21
FFH,FAIRFAX FINANCIAL HLDGS LTD,2444.48,CAD,TSX,0.68,42423685403,USD,8.88,0.89,488.95,53.6,19.89,4.42,0.35,2406.59,2147.11,2425.94,0.9,0.05,34.08,19.07,6.37,77.9,1.08,1.12,1.14,2.2
EDNR,EDISON R,2.2,EUR,MIL,-0.9,12344787352,USD,,4.04,134.08,41.8,20.49,15.08,5.5,2.17,1.93,2.08,0.44,0.16,0.04,2.21,10.57,77.38,1.08,1.12,1.14,2.2
FTAI,FTAI Aviation Ltd.,149.24,USD,NASDAQ,1.04,15308150254,USD,37.02,0.81,954.78,25.32,17.88,27.02,34.07,139.2,124.36,126.67,1.59,0.89,5.9,389.5,19.19,70.22,1.07,1.12,1.2,2.19
BLK,"BlackRock, Inc.",1147.42,USD,NYSE,-0.07,1.87243E+11,USD,27.73,1.8,94,31.96,19.78,17.6,2.24,1128.19,1006.37,1087.26,1.43,1.16,19.63,14.35,,69.34,1.07,1.12,1.14,2.19
DKNG,DraftKings Inc.,46.82,USD,NASDAQ,-0.76,23244728465,USD,,0,18.26,31.26,6.29,31.19,5.08,44.76,40.06,43.32,1.7,1.25,1.49,-26.38,-9.72,68.73,1.07,1.12,1.17,2.19
HSBA,HSBC HOLDINGS PLC ORD USD0.50,967.3,GBX,LSE,0,2.27028E+11,USD,12.54,5.28,190.39,48.22,10.01,9.29,2.79,945.12,846.64,918.99,1.17,1.56,13.28,10.81,0.91,67.52,1.07,1.12,1.14,2.18
AENA,"AENA, S.M.E., S.A.",25.41,EUR,BME,-0.35,44808727500,USD,18.88,3.1,108.28,43.56,17.75,6.14,7.74,24.73,21.99,23.75,0.93,0.68,0.31,26.61,19.33,67.45,1.07,1.12,1.16,2.19
CMI,Cummins Inc.,400.93,USD,NYSE,-0.34,55242549728,USD,18.86,1.81,91.24,31.34,10.86,22.46,9.14,386.21,344.17,356.49,1.01,1.28,8.06,27.56,17.82,64.65,1.06,1.12,1.16,2.19
MO,"Altria Group, Inc.",67.42,USD,NYSE,-0.36,1.13267E+11,USD,13.03,6.03,56,29.71,21.79,12.88,13.21,64.29,57.37,61.25,0.62,0.01,0.97,,46.17,64.39,1.06,1.12,1.18,2.18
ITT,ITT Inc.,170.6,USD,NYSE,-0.16,13306800380,USD,26.82,0.78,172.74,25.76,20.98,14.76,6.79,166.28,148.15,160.72,1.39,1.42,3.33,20.17,18.78,61.49,1.06,1.12,1.15,2.18
EA,Electronic Arts Inc.,171.77,USD,NASDAQ,0.22,42978104784,USD,43.13,0.44,20.91,15.66,28.74,16.42,12.3,166.27,148.65,158.68,0.72,0.4,3.74,15.46,15.98,60.83,1.06,1.12,1.16,2.18
L,LOBLAWS COMPANIES LIMITED,56.9,CAD,TSX,0.04,48800621753,USD,28.14,0.92,220.38,32.02,26.78,0.26,2.37,56.97,50.93,56.2,0.13,-0.07,1.03,22.15,14.94,59.07,1.06,1.12,1.12,2.18
AZO,"AutoZone, Inc.",4103.26,USD,NYSE,-0.18,68642260680,USD,27.77,0,242.39,28.52,20.11,9.42,6.27,4001.42,3559.3,3821.88,0.38,0.35,68.28,,43.47,58.05,1.06,1.12,1.15,2.18
EMA,EMERA INC,66.23,CAD,TSX,-0.15,14347451427,USD,22.48,4.36,22.31,31.36,16.89,6.94,3.89,65.47,58.7,63.5,0.65,0.21,0.83,7.39,4.21,55.19,1.06,1.12,1.13,2.17
TEL,TELENOR ASA,165.7,NOK,OSL,-0.12,22566989801,USD,20.56,5.73,11.62,29.35,14.91,6.22,3.76,162.7,145.75,159.31,0.14,0.27,1.93,16.98,11.17,50.48,1.05,1.12,1.14,2.17
NSC,Norfolk Southern Corporation,282.66,USD,NYSE,-0.68,63415990365,USD,19.1,1.9,33,18.49,15.42,16.49,1.86,281.02,249.91,270.41,1.3,0.94,5.76,24.11,11.06,50.4,1.05,1.12,1.13,2.17
TSCO,TESCO ORD GBP0.0633333,426.3,GBX,LSE,-1.21,37462537450,USD,18.14,3.21,87.22,24.94,13.56,11.86,0.09,420.22,376.74,412.25,0.9,0.5,5.83,13.71,,50.36,1.05,1.12,1.13,2.17
CNA,CENTRICA ORD GBP0.061728395,165.1,GBX,LSE,-0.24,10535964432,USD,,2.73,259.07,31.55,14.97,3.71,1.32,164.45,146.77,162.11,1.01,0.84,3.36,-5.95,54.05,50.23,1.05,1.12,1.12,2.17
SAMPO,SAMPO PLC A,9.94,EUR,OMXHEX,0.34,31235998216,USD,22.3,3.43,47.36,23.3,19.02,3.8,5.34,9.71,8.7,9.45,0.58,0.5,0.12,17.41,,46.12,1.05,1.12,1.14,2.16
APTV,Aptiv PLC,78.15,USD,NYSE,-0.36,17017929328,USD,12.95,0,-8.39,10.43,16.69,16.17,10.43,70.77,63.03,70.07,1.48,0.99,2.08,15.52,12.81,43.3,1.04,1.12,1.24,2.17
USFD,US Foods Holding Corp.,77.56,USD,NYSE,-0.65,17464310437,USD,33.16,0,236.78,32.06,9.24,0.91,-5.52,80.14,71.64,79.65,1.44,0.76,1.7,11.48,12.86,42.21,1.04,1.12,1.08,2.16
REP,"REPSOL, S.A.",13.95,EUR,BME,0.32,18676044854,USD,21.8,5.68,106.06,10.71,12.05,19.33,3.33,13.43,11.94,13.07,1.28,0.84,0.23,3.24,1.23,42.1,1.04,1.12,1.17,2.17
SOF,SOFINA,265.6,EUR,EURONEXT,-0.3,10518868521,USD,6.62,0.92,7.31,21.5,9.75,5.4,-1.92,271.82,242.99,269.91,1.47,1.03,5.34,14.02,,36.65,1.04,1.12,1.09,2.16
MOS,Mosaic Company (The),32.49,USD,NYSE,-0.17,10313208475,USD,11.02,2.64,78.54,16.05,27.93,-7.76,-12.72,33.43,29.72,35.1,1.13,1.1,0.88,7.8,6.54,36.22,1.04,1.12,1.09,2.16
BMW,BAY.MOTOREN WERKE AG ST,91.44,EUR,XETR,0.02,63490716528,USD,9.85,4.7,56.12,9.46,6.5,19.22,6.35,87.34,78.18,82.78,1.16,1.47,1.75,6.28,5.54,35.17,1.04,1.12,1.17,2.15
NEM,NEMETSCHEK SE,120,EUR,XETR,1.44,16006556478,USD,73.61,0.46,82.09,31.72,2.39,1.01,-4.31,127.29,113.89,125.02,0.62,1.31,3.29,23.55,22.61,35.12,1.04,1.12,1.05,2.15
EDP,EDP S.A,3.82,EUR,EURONEXT,-1.57,18794923383,USD,21.29,5.15,-12.16,2.49,20.08,8.74,1.35,3.76,3.35,3.76,0.98,1.32,0.06,6.77,4.66,31.31,1.03,1.12,1.14,2.15
Z,"Zillow Group, Inc.",87.74,USD,NASDAQ,0.35,21081240450,USD,,0,5.58,62.55,17.24,30.63,8.96,82.75,74.59,77.59,2.09,1.09,2.76,-1.34,-2.65,110.43,1.11,1.11,1.18,2.22
COF,Capital One Financial Corporation,220.76,USD,NYSE,-0.21,1.41183E+11,USD,18.54,1.08,229.94,57.17,10.4,18.26,4.38,214.04,192.42,212.8,1.17,1.5,5.08,7.9,1.21,85.84,1.09,1.11,1.15,2.2
MLI,"Mueller Industries, Inc.",94.45,USD,NYSE,0.11,10455685882,USD,14.99,0.95,519.75,35.53,18.33,22.92,6.84,89.77,80.88,85.03,1.03,1.22,1.83,25.98,28.89,76.78,1.08,1.11,1.17,2.19
MS,Morgan Stanley,148.32,USD,NYSE,0.2,2.36769E+11,USD,16.81,2.55,185.29,46.94,13.2,16.3,3.78,144.06,129.82,141.3,0.7,0.28,2.65,14.13,1.96,76.43,1.08,1.11,1.14,2.19
JLL,Jones Lang LaSalle Incorporated,303.44,USD,NYSE,0.08,14377123459,USD,26.08,0,194.43,21.77,13.48,38.81,15.32,283.39,254.86,265.41,1.38,1.13,7.11,8.4,,74.07,1.07,1.11,1.19,2.19
HO,THALES,234.5,EUR,EURONEXT,0.95,55927523326,USD,70.7,1.59,241.54,57.7,23.1,-10.73,-1.92,233.46,209.7,240.47,0.75,0.35,5.51,14.51,14.11,70.06,1.07,1.11,1.12,2.18
BNT,BROOKFIELD WEALTH SOLUTIONS LTD,90.39,CAD,TSX,-0.65,18685359646,USD,,0.52,33.59,40.88,9.26,12.5,-1.92,90.92,81.84,87.88,2.03,2.15,1.68,6.26,1.13,62.64,1.06,1.11,1.1,2.17
GOOG,Alphabet Inc.,208.19,USD,NASDAQ,0.71,2.51362E+12,USD,22.18,0.39,158.94,25,15.56,21.54,7.91,199.88,179.27,188.31,1.02,1,4.29,34.83,32.25,62.1,1.06,1.11,1.16,2.18
VRSN,"VeriSign, Inc.",270.46,USD,NASDAQ,0.34,25263286709,USD,32.28,0.29,30.76,50.11,16.03,-4.09,-8.32,271.21,243.62,279.33,0.78,0.63,5.69,,469.7,62.05,1.06,1.11,1.11,2.18
GILD,"Gilead Sciences, Inc.",115.22,USD,NASDAQ,0.39,1.42966E+11,USD,22.92,2.72,74.89,51.43,3.71,6.39,0.58,115.87,104.11,112.63,0.35,0.46,2.75,33.26,25.12,61.52,1.06,1.11,1.11,2.17
CM,CANADIAN IMPERIAL BANK OF COMMERCE,100.93,CAD,TSX,-0.29,68337622204,USD,12.7,3.76,103.51,37.98,14.88,7.72,0.27,100.61,90.93,98.87,1.25,0.57,0.92,13.36,2,60.57,1.06,1.11,1.11,2.17
PHM,"PulteGroup, Inc.",130.76,USD,NYSE,-1.18,25799618001,USD,9.78,0.65,176.81,-0.3,27.43,31.54,12.67,123.05,110.92,114.75,1.23,0.63,3.84,23.05,25.09,58.67,1.06,1.11,1.18,2.17
RBA,RB GLOBAL INC,161.26,CAD,TSX,0.24,21577922335,USD,56.93,1,95.63,39.97,9.93,8.56,8.64,155.97,140.58,150.05,0.38,0.97,2.48,8.06,7.48,58.46,1.06,1.11,1.15,2.17
CTVA,"Corteva, Inc.",73.33,USD,NYSE,-0.05,49798403074,USD,35.68,0.93,155.95,33.72,16.71,5.62,0.67,72.13,65,73.32,0.75,0.73,1.06,5.75,7.35,56.05,1.06,1.11,1.13,2.17
UBSG,UBS GROUP N,32.38,CHF,SIX,0.19,1.28395E+11,USD,19.91,2.28,187.44,23.35,7.18,24.49,6.72,31.43,28.31,29.12,1.15,1.49,0.53,7.4,0.47,55.03,1.06,1.11,1.14,2.16
J,Jacobs Solutions Inc.,148.14,USD,NYSE,-0.24,17708133099,USD,37.02,0.82,103.83,20.05,16.05,16.54,3.91,146.04,131.19,138.8,0.79,0.94,2.51,9.29,9.5,52.65,1.05,1.11,1.13,2.17
LI,KLEPIERRE,35.08,EUR,EURONEXT,-0.85,11681586841,USD,8.53,5.23,153.19,30.22,14.49,2.33,4.9,34.57,31.06,33.74,1.67,0.29,0.41,14.13,,47.04,1.05,1.11,1.13,2.16
CAH,"Cardinal Health, Inc.",147.98,USD,NYSE,-0.08,35336684324,USD,22.98,1.37,194.72,33.65,15.75,-3.61,-6.51,153.26,138.24,158.62,0.68,0.44,3.73,,21.7,45.78,1.05,1.11,1.07,2.15
SWED_A,SWEDBANK AB SER A,276.4,SEK,OMXSTO,-0.29,32609382774,USD,9.2,7.83,91.28,29.16,7.17,7.84,7.59,267.7,241.83,257.73,0.83,0.97,3.4,16.62,1.58,44.17,1.04,1.11,1.14,2.15
X,TMX GROUP LIMITED,55.75,CAD,TSX,-0.32,11240987029,USD,36.83,1.39,100.57,31.24,9.36,0.49,-1.92,56.63,51.06,56.38,0.19,0.45,0.93,9.41,,41.08,1.04,1.11,1.09,2.15
MLM,"Martin Marietta Materials, Inc.",606.12,USD,NYSE,-0.29,36552675765,USD,33.58,0.52,188.12,10.9,23.07,6.49,4.14,599.35,541.59,574.11,0.89,0.8,11.39,12.1,9.56,40.46,1.04,1.11,1.12,2.15
QGEN,Qiagen N.V.,49.73,USD,NYSE,-0.02,10769330231,USD,29.11,0.5,-10.02,2.61,24.32,13.46,-2.8,49.34,44.46,48.65,0.64,0.67,0.74,10.81,11.6,40.39,1.04,1.11,1.12,2.15
GEBN,GEBERIT N,603.6,CHF,SIX,-0.53,23949284497,USD,34.12,2.11,14.67,14.23,15.5,0.47,-3.89,627.03,566.16,622.7,1.28,0.5,11.12,49.39,31.56,30.2,1.03,1.11,1.07,2.14
METSO,METSO OYJ,11.28,EUR,OMXHEX,0.18,10927418880,USD,35.92,3.28,82.31,20,1.71,7.02,1.21,11.12,10.01,11.16,1.49,1.89,0.26,17.95,14.95,28.73,1.03,1.11,1.13,2.14
BKW,BKW N,170.3,CHF,SIX,-0.64,11269663597,USD,14.44,2.16,92.87,8.82,10.16,-1.28,-5.76,179.3,161.2,177.16,0.52,0.37,3.24,12.66,8.01,17.7,1.02,1.11,1.06,2.13
MCHP,Microchip Technology Incorporated,68.19,USD,NASDAQ,-1.37,36803455964,USD,,2.63,26.5,-16.33,12.02,18.77,0.63,66.51,59.74,69.46,1.54,1.89,2.47,-2.24,1.48,14.46,1.01,1.11,1.14,2.13
INTU,Intuit Inc.,666.6,USD,NASDAQ,0.59,1.85946E+11,USD,48.62,0.63,86.8,1,17.5,-7.99,-14.86,739.1,664.43,754.72,1.29,0.58,17.49,20.29,19.28,10.51,1.01,1.11,1,2.12
EXPE,"Expedia Group, Inc.",213.54,USD,NASDAQ,-0.59,26418225302,USD,26.13,0.37,122.44,58.88,6.78,32.43,11.17,196.05,177.65,184.32,1.61,1.5,5.83,129.04,20.96,98.09,1.1,1.1,1.2,2.2
ENX,EURONEXT,144.7,EUR,EURONEXT,1.19,16495120977,USD,22.85,2.03,56.31,51.84,21.9,0.07,-3.92,141.9,128.8,144.73,0.51,0.16,2.52,16.09,,73.81,1.07,1.1,1.12,2.18
ACM,AECOM,123.3,USD,NYSE,0.26,16330603429,USD,25.08,0.81,220.01,26.97,28.17,14.02,8.64,118.16,107.01,115.33,1,0.81,2.11,28.17,17.28,69.16,1.07,1.1,1.15,2.17
BAM,Brookfield Asset Management Inc,61.36,USD,NYSE,0.49,98981593558,USD,40.38,2.69,88.51,51.81,5.9,7.24,-2.9,61.4,55.69,58.86,1.84,1.96,1.37,26.64,,64.94,1.06,1.1,1.1,2.17
CFG,"Citizens Financial Group, Inc.",50.69,USD,NYSE,-0.16,21865080958,USD,15.46,3.31,99.1,21.36,13.53,26.19,2.74,48.29,43.91,46.89,0.77,0.35,1,6.48,1.86,61.07,1.06,1.1,1.15,2.16
SKF_A,"SKF, AB SER. A",249,SEK,OMXSTO,0,11781987080,USD,21.12,3.11,43.93,30.23,6.87,19.14,4.62,235.67,215.07,227.5,1.18,1.5,5.21,9.91,13.08,56.24,1.06,1.1,1.16,2.15
CACI,"CACI International, Inc.",484.82,USD,NYSE,0.71,10662807049,USD,21.7,0,107.42,2.83,48.26,5,0.86,480.08,435.67,476.3,0.69,0.35,12.37,13.49,11.62,56.1,1.06,1.1,1.11,2.16
PH,Parker-Hannifin Corporation,754.31,USD,NYSE,0.26,96384231033,USD,27.81,0.89,262.16,27.48,14.34,13.5,3.12,734.16,666.52,713.68,1.37,1.4,14.89,27.42,18.12,55.33,1.06,1.1,1.13,2.16
TDY,Teledyne Technologies Incorporated,551.24,USD,NYSE,0.03,25846580198,USD,30.37,0,73.92,31.25,11.02,12.16,0.01,547.44,496.32,532,1.07,0.93,9.14,8.72,8.04,54.43,1.05,1.1,1.11,2.16
AIR,AIRBUS SE,181.72,EUR,EURONEXT,0.55,1.67568E+11,USD,29.13,1.11,155.26,30.4,10.13,13.25,0.51,178.93,162.77,177.7,1.45,1.33,3.43,24.91,7.68,53.78,1.05,1.1,1.12,2.15
CNP,"CenterPoint Energy, Inc (Holding Co)",37.86,USD,NYSE,-0.49,24720727738,USD,26.39,2.23,90.37,40.14,10.81,-0.09,-0.36,38.41,35.01,37.28,0.57,0.22,0.59,8.76,5.06,50.86,1.05,1.1,1.08,2.15
EMR,Emerson Electric Company,133.68,USD,NYSE,-0.07,75235104771,USD,28.72,1.58,91.33,27.31,11.89,11.43,-9.36,136.71,123.91,136.96,1.31,1.42,2.81,10.86,9.56,50.64,1.05,1.1,1.08,2.15
PHYS,Sprott Physical Gold Trust ETV,25.88,USD,AMEX,-0.02,12010131600,USD,3.44,0,70.12,33.03,13.29,2.92,0.92,25.67,23.41,25.67,0.08,-0.03,0.24,33.23,,49.25,1.05,1.1,1.11,2.15
WMS,"Advanced Drainage Systems, Inc.",145.48,USD,NYSE,-1.23,11311449079,USD,26.26,0.45,153.85,-8.21,27.01,30.15,23.03,130.57,119.15,122.14,1.27,1.19,4.54,27.68,20.08,48.95,1.05,1.1,1.22,2.14
TSCO,Tractor Supply Company,61.34,USD,NASDAQ,-0.45,32504585398,USD,30.17,1.46,100.22,14.55,9.41,22.33,2.98,59.76,54.55,57.15,0.74,0.59,1.29,45.34,19.55,46.29,1.05,1.1,1.12,2.14
NUE,Nucor Corporation,148.7,USD,NYSE,0.52,34131919155,USD,26.85,1.48,226.67,1.12,9.19,35.71,4.86,142.39,129.86,138.21,1.75,1.48,3.77,6.28,7.4,46.03,1.05,1.1,1.15,2.14
